,Date,CNY,INR,USD,Net,Adjusted
163,2021-08-26,30007.42961987183,240059.15001408296,30007.42961987183,300074.00925382663,True
164,2021-08-27,29888.122194991614,240430.1842490352,30031.72713373408,300350.0335777609,False
165,2021-08-30,29875.224095004567,240059.15001408296,29764.454481249384,299698.8285903369,False
166,2021-08-31,29868.77504501104,240059.15001408296,29728.008210456017,299655.93326955,False
167,2021-09-01,29810.73359506932,239688.11577913075,29561.975199064014,299060.82457326405,False
168,2021-09-02,29739.79404514054,239688.11577913075,29557.925613420306,298985.8354376916,False
169,2021-09-03,29678.528070202057,239688.11577913075,29582.223127282556,298948.8669766154,False
170,2021-09-07,29833.30527004665,239688.11577913075,29606.520641144798,299127.9416903222,False
171,2021-09-08,29875.224095004567,240059.15001408296,29719.909039168608,299654.28314825613,False
172,2021-09-09,29938.745140848565,239512.33233128578,29938.898758014933,299389.97623014933,True
173,2021-09-10,29971.118351424742,239141.57020693397,29837.465980002955,298950.15453836165,False
174,2021-09-13,29858.42270759994,238867.1403777501,29858.35007464933,298583.91315999936,True
175,2021-09-14,29868.09397386239,239238.0520864112,29866.472585551037,298972.6186458246,False
176,2021-09-15,29859.37271772637,238875.81879152943,29859.480066038992,298594.6715752948,True
177,2021-09-16,29978.823122154517,238504.8936070705,29774.341019007512,298258.0577482325,False
178,2021-09-17,29952.92494221289,239623.38522071356,29952.600312635295,299528.91047556174,True
179,2021-09-20,29965.78027480611,239994.31925356298,30009.606349119378,299969.7058774885,False
180,2021-09-21,29993.95354643681,239952.4504847198,29994.05446824101,299940.4584993976,True
181,2021-09-22,30077.627665772357,239952.45048471983,30046.98994313745,300077.0680936296,False
182,2021-09-23,29961.77119284621,239581.58116403242,30079.56561999679,299622.91797687544,False
183,2021-09-24,30035.790606104587,239581.58116403242,30067.349741174537,299684.72151131154,False
184,2021-09-27,30051.881782899884,239952.45048471983,30055.133862352282,300059.466129972,False
185,2021-09-28,30177.392961903213,239581.58116403242,30063.277781567118,299822.25190750277,False
186,2021-09-29,30360.83237736962,239581.58116403242,30197.652448611912,300140.06599001394,False
187,2021-09-30,30331.868259138082,239952.45048471983,30262.8038023306,300547.12254618853,False
188,2021-10-01,29970.929724502173,239766.0468510199,29970.929724502173,299707.90630002425,True
189,2021-10-04,29897.627790892693,239766.0468510199,29930.56483598433,299594.2394778969,False
190,2021-10-05,29981.72024760633,239854.14071150433,29981.795169973117,299817.65612908377,True
191,2021-10-06,30074.236728472526,239854.14071150433,29977.774545704655,299906.1519856815,False
192,2021-10-07,30058.285611081803,239854.14071150433,30058.18703107403,299970.61335366016,False
193,2021-10-08,30010.43225890963,239854.14071150433,30086.33140095331,299950.90437136724,False
194,2021-10-11,30090.187845863256,239482.2738266803,30279.321365839827,299851.78303838335,False
195,2021-10-12,30153.992315426156,239854.14071150433,30315.506984256044,300323.64001118654,False
196,2021-10-13,30021.52372701911,240171.55311646996,30021.5435172296,300214.6203607187,True
197,2021-10-14,29983.230967163217,239426.83512231035,29953.92742822683,299363.99351770035,False
198,2021-10-15,29960.66704611326,239685.33636890596,29960.34215043782,299606.3455654571,True
199,2021-10-18,29963.856386867585,239313.15416957534,29964.336862724547,299241.34741916746,False
200,2021-10-19,29912.826934798413,239313.15416957534,30056.21524531922,299282.196349693,False
201,2021-10-20,29729.99939682499,237839.02640045815,29729.99939682499,297299.02519410814,True
202,2021-10-21,29796.729835830258,238211.8148430921,29607.31169963362,297615.856378556,False
203,2021-10-22,29758.843563771767,238071.0081161775,29758.556668465855,297588.4083484151,True
204,2021-10-25,29822.42404355763,237698.44002835877,29806.253032833632,297327.11710475,False
205,2021-10-26,29866.93037940773,237698.44002835877,29846.000003140125,297411.3704109066,False
206,2021-10-27,29838.31916350409,237698.44002835877,29766.506062527147,297303.26525439,False
207,2021-10-28,29676.188940050146,238071.0081161775,29830.101215017527,297577.2982712452,False
208,2021-10-29,29920.97378722571,238071.0081161775,29730.733789251313,297722.7156926545,False
209,2021-11-01,29844.677211482678,238443.57620399626,29782.404850649746,298070.6582661287,False
210,2021-11-02,29809.767079959744,238478.05029258935,29809.59941181883,298097.41678436793,True
211,2021-11-03,29797.522558756977,238381.39523731702,29797.584763957642,297976.50256003166,True
212,2021-11-04,29839.684498762734,238717.47599010178,29839.31026422463,298396.4707530892,True
213,2021-11-05,29803.06026374715,238424.28368337383,29803.06026374715,298030.4042108682,True
214,2021-11-08,29782.741909661843,238263.23763369833,29782.665135273026,297828.6446786332,True
215,2021-11-09,29754.241678169343,237890.95132489564,29674.276948367467,297319.46995143243,False
216,2021-11-10,29770.16650062894,238160.6564758009,29770.16650062894,297700.98947705876,True
217,2021-11-11,29873.742198522537,238160.6564758009,29862.483317335762,297896.88199165923,False
218,2021-11-12,29858.0489109629,238160.6564758009,29830.373120220338,297849.0785069841,False
219,2021-11-15,29945.93132129686,237787.94809320968,29838.400669499195,297572.28008400573,False
220,2021-11-16,30106.002854405146,237787.94809320968,29878.538415893465,297772.4893635083,False
221,2021-11-17,30077.7549367978,238160.6564758009,29886.565965172314,298124.977377771,False
222,2021-11-18,29986.733868951917,237787.94809320968,29806.290472383786,297580.9724345454,False
223,2021-11-19,30153.08271708405,238160.6564758009,29770.16650062894,298083.90569351387,False
224,2021-11-22,30288.04499009692,238160.6564758009,29822.345570941492,298271.04703683936,False
225,2021-11-23,30284.90633258499,237787.94809320968,29874.52464125404,297947.3790670487,False
226,2021-11-24,29843.796801183635,238748.90103606906,29843.796801183635,298436.49463843636,True
227,2021-11-26,29822.416016237046,238583.53103811297,29822.941379764132,298228.8884341141,True
228,2021-11-29,29900.005817507303,238583.53103811297,30011.06085967943,298494.5977152997,False
229,2021-11-30,29791.38009572894,238583.53103811297,30039.07865456043,298413.98978840234,False
230,2021-12-01,29731.250086635002,237849.03484678804,29731.250086635002,297311.53502005804,True
231,2021-12-02,29756.013230902892,238223.0113166729,29719.365509651667,297698.39005722746,False
232,2021-12-03,29805.211523393802,238442.7400251475,29805.088104501698,298053.03965304303,True
233,2021-12-06,29857.92569275478,238442.7400251475,29904.46489866181,298205.1306165641,False
234,2021-12-07,29791.980373052746,238335.1763072019,29791.980373052746,297919.13705330744,True
235,2021-12-08,29643.592383231582,238335.1763072019,29799.883803314864,297778.65249374835,False
236,2021-12-09,29676.18135144128,237408.95928851527,29676.18135144128,296761.3219913979,True
237,2021-12-10,29608.364171662353,238906.80761210213,29762.792652811895,298277.9644365764,False
238,2021-12-13,29691.594346845577,238157.8834503087,29806.0983034972,297655.57610065147,False
239,2021-12-14,29815.31770363335,238523.476549272,29815.43456865901,298154.22882156435,True
240,2021-12-15,29796.793119785183,238523.476549272,29901.93589537805,298222.2055644352,False
241,2021-12-16,29813.595099732716,238512.00510406948,29814.0006380087,298139.6008418109,True
242,2021-12-17,29978.122436288922,238512.00510406948,29798.352297560992,298288.4798379194,False
243,2021-12-20,29971.913857550953,238512.00510406948,29735.75893577013,298219.67789739056,False
244,2021-12-21,29953.28812133704,238512.00510406948,29637.956807971914,298103.2500333784,False
245,2021-12-22,29794.85895734666,238358.8716587732,29794.398528431804,297948.1291445517,True
246,2021-12-23,29776.252675732994,238358.8716587732,29703.861975894622,297838.98631040077,False
247,2021-12-27,29797.96000428227,238358.8716587732,29648.752770002426,297805.58443305787,False
248,2021-12-28,29832.07152057399,238358.8716587732,29514.91612712137,297705.85930646857,False
249,2021-12-29,29748.343253312505,238358.8716587732,29424.379574584193,297531.59448666987,False
250,2021-12-30,29760.747441054944,238358.8716587732,29353.524881294223,297473.14398112235,False
251,2021-12-31,29732.338477182348,237860.00269372945,29731.415803320193,297323.756974232,True
252,2022-01-03,29909.48317177829,237113.1894984587,29763.372181988274,296786.0448522252,False
253,2022-01-04,29713.105043749005,237704.29508036384,29713.105043749005,297130.5051678618,True
254,2022-01-05,29682.24710933863,237330.54618872804,29765.023103637275,296777.8164017039,False
255,2022-01-06,29675.639419320545,237404.92904816396,29675.639419320545,296756.20788680506,True
256,2022-01-07,29518.3970701896,238526.5271381553,29671.652365791142,297716.57657413604,False
257,2022-01-10,29772.94054243631,238187.0802832819,29772.98144163271,297733.0022673509,True
258,2022-01-11,29658.178713071782,237813.74630164666,29688.797705228477,297160.72271994693,False
259,2022-01-12,29465.875107109594,237813.74630164666,29592.58772076648,296872.20912952273,False
260,2022-01-13,29400.74001476756,237440.4123200114,29584.57022206132,296425.7225568403,False
261,2022-01-14,118422.01795201305,148305.86739813132,29661.152356540035,296389.0377066844,True
262,2022-01-18,29696.895886664613,237351.55072839645,29696.895886664613,296745.3425017257,True
263,2022-01-19,29628.648554636347,237351.55072839645,29840.861447117066,296821.06073014985,False
264,2022-01-20,29645.064450710277,237160.05902410674,29645.064450710277,296450.1879255273,True
265,2022-01-21,29641.8528671953,237135.37903108343,29641.922378885443,296419.1542771642,True
266,2022-01-24,29728.633699512477,237135.37903108343,29625.99656430981,296490.0092949057,False
267,2022-01-25,29621.685010874033,236972.95008939228,29621.685010874033,296216.3201111404,True
268,2022-01-26,29788.39381656316,236972.95008939228,29677.245513306007,296438.58941926144,False
269,2022-01-27,30026.108224675438,236598.58523933007,29720.900193788268,296345.59365779377,False
