,Date,Govt,ESG,Shariah,Net,Adjusted
512,2023-01-17,25564.982972782374,25565.76176389857,204526.09411118846,255656.8388478694,True
513,2023-01-18,26184.46257150056,25152.931735415543,206249.62861212544,257587.02291904154,False
514,2023-01-19,26020.553572617926,24909.391718612605,206019.8240120005,256949.76930323103,False
515,2023-01-20,25598.728943140562,25396.471752218484,205560.21481175063,256555.41550710966,False
516,2023-01-23,25478.207620432746,25687.531772300033,205675.11711181307,256840.85650454584,False
517,2023-01-24,25844.59244146451,25622.19176779193,206939.04241250025,258405.82662175669,False
518,2023-01-25,25907.263529272575,25559.82176348874,206019.8240120005,257486.9093047618,False
519,2023-01-26,25786.74220656476,25830.091782135903,205445.31251168816,257062.1465003888,False
520,2023-01-27,25718.918729151694,25718.918729151694,205750.87229430827,257188.70975261164,True
521,2023-01-30,25624.92211867124,25415.233227706933,205520.8545499882,256561.0098963664,False
522,2023-01-31,25829.786526128642,25833.90644329097,205865.8811664683,257529.5741358879,False
523,2023-02-01,26073.21364557802,26128.74673595579,207130.97876022875,259332.93914176256,False
524,2023-02-02,26106.956018571003,26538.57474275988,206440.92552726847,259086.45628859935,False
525,2023-02-03,25716.5085596522,26246.68285302171,206555.93439942852,258519.12581210243,False
526,2023-02-06,25640.612668210837,25640.899474608275,205126.4552737829,256407.967416602,True
527,2023-02-07,25434.829259958744,25925.282470139242,205932.6794101762,257292.7911402742,False
528,2023-02-08,25555.878323636447,25667.016280320306,206393.3789166867,257616.27352064344,False
529,2023-02-09,25621.87139848255,25622.188426302586,204981.14458461027,256225.2044093954,True
530,2023-02-10,25335.169126712997,25660.18186186115,204866.24483988792,255861.59582846207,False
531,2023-02-13,25548.357995464718,25972.897062227796,204521.545605721,256042.80066341354,False
532,2023-02-14,25552.86501894211,25553.023610604218,204423.28384519217,255529.1724747385,True
533,2023-02-15,25314.58123631979,25650.76270417611,204768.59344628197,255733.9373867779,False
534,2023-02-16,24955.927295465575,25346.046706569625,204423.28384519217,254725.2578472274,False
535,2023-02-17,25149.993468941484,25265.555688333952,203502.45824228588,253918.00739956132,False
536,2023-02-21,24661.143234489507,24707.86791912963,203272.2518415593,252641.26299517846,False
537,2023-02-22,24887.144347904494,24658.998372343678,203387.35504192262,252933.4977621708,False
538,2023-02-23,25130.34119820975,24897.596747828007,203502.45824228588,253530.39618832362,False
539,2023-02-24,24803.622197294608,24590.006070998817,203272.2518415593,252665.88010985273,False
540,2023-02-27,24872.40514485569,24673.371768457197,203617.56144264917,253163.33835596207,False
541,2023-02-28,24985.40570156318,24581.38203333071,202926.94224046945,252493.72997536336,False
542,2023-03-01,24656.230166806574,24489.39229820422,202581.63263937962,251727.2551043904,False
543,2023-03-02,24437.59865491599,24745.23874902476,203042.04544083274,252224.88284477347,False
544,2023-03-03,25029.623310709594,25130.44576486692,202696.73583974288,252856.80491531937,False
545,2023-03-06,24835.557137233678,25075.826859635574,202811.8390401062,252723.22303697543,False
546,2023-03-07,25224.269472068296,25223.49810170502,201798.8928013495,252246.6603751228,True
547,2023-03-08,25249.067220271274,25296.95033846013,201340.25895407365,251886.27651280505,False
548,2023-03-09,25264.826590203105,25263.791073177963,202118.61272162476,252647.23038500582,True
549,2023-03-10,26136.11286038548,24797.823775067798,202805.31242509573,253739.24906054902,False
550,2023-03-13,25453.707822960314,25451.912419751723,203629.60461867187,254535.2248613839,True
551,2023-03-14,25035.211634620988,25833.03029682565,203858.53053729882,254726.77246874548,False
552,2023-03-15,25518.64688666814,25608.66251435471,203171.75278141798,254299.06218244083,False
553,2023-03-16,25319.019394529267,26057.398079296596,203057.2898221045,254433.70729593036,False
554,2023-03-17,25699.033174745437,25746.971421357342,204430.84533386622,255876.849929969,False
555,2023-03-20,25476.729166580368,25476.738634678248,203812.590668605,254766.0584698636,True
556,2023-03-21,25257.827990661306,25810.928895662564,203812.590668605,254881.34755492886,False
557,2023-03-22,25594.599030536792,25347.277542585223,204960.1840845318,255902.0606576538,False
558,2023-03-23,25594.599030536792,25320.181034937843,205419.22145090252,256334.00151637715,False
559,2023-03-24,25702.846864782477,25449.642127030867,205533.98079249522,256686.46978430857,False
560,2023-03-27,102045.75266234096,25559.563535845624,127798.10084054148,255403.41703872808,True
561,2023-03-28,25511.771891505166,25511.77189150517,203902.4814974474,254926.02528045775,True
562,2023-03-29,25460.51892970266,25894.388215338557,204475.24127693463,255830.14842197584,False
563,2023-03-30,25577.66855667982,26042.011836345144,204017.03345334483,255636.7138463698,False
564,2023-03-31,25960.84546158428,26442.70452193444,205048.0010564218,257451.55103994053,False
565,2023-04-03,25707.65919552446,25707.65919552446,205658.5965375552,257073.9149286041,True
566,2023-04-04,25835.474011412152,25467.728845645903,206694.95004754286,257998.15290460092,False
567,2023-04-05,26105.573244986143,25330.207791447214,206349.498877547,257785.27991398037,False
568,2023-04-06,26173.09805337964,25409.20924811455,206349.498877547,257931.80617904122,False
569,2023-04-10,25751.06800092028,25438.469046880222,205428.29575755793,256617.83280535846,False
570,2023-04-11,25804.12320751517,25476.506785275604,206810.10043754152,258090.7304303323,False
571,2023-04-12,25786.105988155065,25785.134425223554,206289.0184325913,257860.25884596992,True
572,2023-04-13,25583.464683729482,26079.329228507773,206174.0941883392,257836.88810057644,False
573,2023-04-14,25715.978285811074,25716.896296874904,205735.17037499914,257168.0449576851,True
574,2023-04-17,25410.06876109406,25805.108838483215,205390.55534924535,256605.7329488226,False
575,2023-04-18,25500.617980410298,25834.513019019316,206539.27210175793,257874.40310118755,False
576,2023-04-19,25476.145218432932,25816.87051069765,205275.68367399412,256568.6994031247,False
